kappa,gamma,method,mode,eigenvalue,spectral_radius,stationary_squared_tracking_error,lyapunov_max_abs_residual
10.0,0.1,nag,10,1.599858719606058,0.8694899166956768,0.00042264993830506113,1.3552527156068805e-20
10.0,0.1,nag,11,1.676832936811008,0.8654969876822272,0.00041195330577269845,3.3881317890172014e-20
10.0,0.1,nag,12,1.7575106248547918,0.861292078079828,0.00040137312176649056,2.710505431213761e-20
10.0,0.1,nag,13,1.842069969326716,0.8568627094001673,0.0003909204766201579,1.3552527156068805e-20
10.0,0.1,nag,14,1.93069772888325,0.8521955200542346,0.0003806060892361056,1.3552527156068805e-20
10.0,0.1,nag,15,2.023589647725157,0.8472761838413352,0.00037044028638775106,2.710505431213761e-20
10.0,0.1,nag,16,2.120950887920191,0.8420893183547591,0.00036043298769725704,4.0657581468206416e-20
10.0,0.1,nag,17,2.2229964825261948,0.8366183816846499,0.00035059369669357816,1.3552527156068805e-20
10.0,0.1,nag,18,2.329951810515372,0.830845555475635,0.00034093149836557287,6.776263578034403e-21
10.0,0.1,nag,19,2.442053094548651,0.8247516119963765,0.0003314550636520947,4.0657581468206416e-20
10.0,0.1,nag,20,2.5595479226995357,0.8183157623784609,0.0003221726613606765,4.0657581468206416e-20
10.0,0.1,nag,21,2.6826957952797255,0.8115154825539833,0.00031309217808527906,3.3881317890172014e-20
10.0,0.1,nag,22,2.8117686979742302,0.804326312625864,0.00030422114680993967,2.0328790734103208e-20
10.0,0.1,nag,23,2.9470517025518106,0.7967216243898098,0.0002955667850498629,1.3552527156068805e-20
10.0,0.1,nag,24,3.088843596477481,0.7886723504200123,0.0002871360436088415,1.3552527156068805e-20
10.0,0.1,nag,25,3.237457542817644,0.780146666432929,0.0002789356673410864,1.3552527156068805e-20
10.0,0.1,nag,26,3.393221771895328,0.7711096164161232,0.0002709722697226814,1.3552527156068805e-20
10.0,0.1,nag,27,3.5564803062231287,0.7615226670558917,0.00026325242359902023,2.710505431213761e-20
10.0,0.1,nag,28,3.72759372031494,0.7513431740367748,0.00025578277123006513,2.710505431213761e-20
10.0,0.1,nag,29,3.906939937054617,0.7405237374082513,0.0002485701577763009,1.3552527156068805e-20
10.0,0.1,nag,30,4.094915062380425,0.7290114158130598,0.000241621793756772,1.3552527156068805e-20
10.0,0.1,nag,31,4.2919342601287775,0.7167467590358608,0.00023494545391436437,2.710505431213761e-20
10.0,0.1,nag,32,4.498432668969445,0.7036626036622594,0.00022854972255956926,2.710505431213761e-20
10.0,0.1,nag,33,4.714866363457394,0.6896825554476744,0.00022244429915573252,0.0
10.0,0.1,nag,34,4.941713361323834,0.6747190507765843,0.0002166403831452456,1.3552527156068805e-20
10.0,0.1,nag,35,5.17947467923121,0.6586708425831458,0.0002111511645489668,2.710505431213761e-20
10.0,0.1,nag,36,5.428675439323859,0.6414196835620597,0.00020599245787639219,2.710505431213761e-20
10.0,0.1,nag,37,5.689866029018296,0.6228258644182603,0.00020118353323732885,4.0657581468206416e-20
10.0,0.1,nag,38,5.963623316594643,0.602722076504986,0.0001967482233020335,1.3552527156068805e-20
10.0,0.1,nag,39,6.250551925273971,0.5809047484100492,0.00019271642300807074,2.710505431213761e-20
10.0,0.1,nag,40,6.551285568595508,0.5571214399270632,0.00018912615936498946,0.0
