beta,one_minus_beta,gamma,trials,delta,empirical_abs_quantile,normalized_squared_quantile,predicted_normalized_squared_quantile,empirical_coverage_at_analytic_envelope,sgd_normalized_squared_quantile,sgd_empirical_coverage
0.5,0.5,1e-05,40000,0.05,0.0004465085019026434,15.272701673830358,15.36583528277649,0.95075,3.8169976979685756,0.950775
0.6,0.4,1e-05,40000,0.05,0.0005581356232075764,23.86359637086256,24.00911762933826,0.95075,3.8169976979685756,0.950775
0.7,0.30000000000000004,1e-05,40000,0.05,0.0007441808189289936,42.424171347112804,42.68287578549024,0.95075,3.8169976979685756,0.950775
0.8,0.19999999999999996,1e-05,40000,0.05,0.0011162711769030296,95.45438566687145,96.03647051735311,0.95075,3.8169976979685756,0.950775
0.9,0.09999999999999998,1e-05,40000,0.05,0.0022325417977092474,381.81754560221435,384.14588206941244,0.95075,3.8169976979685756,0.950775
0.95,0.050000000000000044,1e-05,40000,0.05,0.0044650791466474314,1527.2702293639595,1536.5835282776466,0.95075,3.8169976979685756,0.950775
0.98,0.020000000000000018,1e-05,40000,0.05,0.011162620013532428,9545.440987654742,9603.64705173529,0.95075,3.8169976979685756,0.950775
