scenario,method,seed,dimension,horizon,batch_size,kappa,drift_step_norm,beta,gamma,label_noise_variance,tail_squared_tracking_error,final_squared_tracking_error,oracle
kappa_sweep,nag,0,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0033443839989282646,0.003065495638167967,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,1,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.003298602126930232,0.0027047002514636737,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,2,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0033523946632172574,0.003393946224182153,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,3,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0033975256071477476,0.0022681591977565477,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,4,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0034186454488095664,0.0027865505074114866,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,5,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.003446316738255448,0.004050159884940876,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,6,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0033854866271454996,0.0021102641527889184,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,7,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.003374071982946786,0.003162641104513813,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,8,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0034164116351397995,0.0020759503205350816,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,9,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0033894380456522505,0.0030456404876262996,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,10,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0033513031253027572,0.0030144475211631044,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,11,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0033574068567231805,0.00403255710228388,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,12,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.003462046651873115,0.002087419476341125,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,13,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.003308780655624835,0.004018293423306701,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,14,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.003394426545387511,0.002987574491150884,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,15,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0033209166402702827,0.0033205176162991548,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,16,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0033197640507111052,0.003250915989953867,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,17,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.003415702759725581,0.0028268295086457717,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,18,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0033839409095785854,0.002773159912103839,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,19,50,5000,256,100.0,0.01,0.9,0.01,0.5,0.0034000360928589123,0.0032812286885561567,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,0,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0028363238785305677,0.0019988522386273945,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,1,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.002851525582181268,0.0020358951729398563,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,2,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0031701805971043025,0.0029934225191106238,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,3,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.002641367577752414,0.001858228982885467,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,4,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.002828454082049952,0.002213404343901698,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,5,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.00275691837564195,0.002188935871612898,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,6,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0027955308867904645,0.0030899137472112518,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,7,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.003240327561920486,0.002901456643186746,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,8,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.003350795151914311,0.003643651964741955,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,9,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0027118727098697968,0.003534812010659624,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,10,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.002858573284994393,0.001897199658485454,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,11,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0032148648189788192,0.002577608275542308,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,12,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.002489944867772955,0.0018836707533250042,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,13,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.002736020357912344,0.002504513907342388,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,14,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0031035660396942512,0.004426623208234556,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,15,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0029046873066796174,0.0013042476744373498,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,16,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0029280309724152207,0.0026235607314025774,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,17,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0028214810306826823,0.0030078739852732756,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,18,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0028263908550389713,0.003037473007336131,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,19,50,5000,256,300.0,0.01,0.0,0.0033333333333333335,0.5,0.0023069886782778235,0.002301290974646332,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,0,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0029872779620063786,0.0023812540672378695,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,1,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.00301348986675143,0.00410790740240188,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,2,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.003011765613533257,0.0026480776298843643,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,3,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.003048392828152565,0.0034284435688826135,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,4,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0029826226597311745,0.0025200596213681152,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,5,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.002994667598534391,0.0026853953250659504,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,6,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0030561680990795507,0.003204311600720985,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,7,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0030418019190002637,0.004190191313124257,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,8,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0030027682043817887,0.003297886576314876,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,9,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.002978283288251691,0.002940170326042284,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,10,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0029381295355993325,0.003912750930784289,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,11,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.003117626320013444,0.0036685971011649974,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,12,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0029111541801294964,0.0026451088427723317,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,13,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.002892581321979743,0.002727584929418518,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,14,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.002961745210812804,0.0020049808883538097,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,15,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0029803371090127415,0.0029068486963568425,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,16,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.002967386564339391,0.00397912671137894,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,17,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0030991779650320858,0.0029143847762780955,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,18,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0030578858904965985,0.002513061021314046,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,19,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.003004451095206595,0.0027301061188802073,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,0,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016794181404120683,0.0010132831552049492,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,1,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016172523654139894,0.0015993079415045294,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,2,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016170528622291996,0.0010596850266209716,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,3,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016559177964715981,0.0017117414978011466,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,4,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016094122668313929,0.001111532528873898,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,5,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016569450050032796,0.0014343535233654844,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,6,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016353404402130068,0.0014983384271340606,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,7,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.001754141616746599,0.0015602667028901903,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,8,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016314266234248758,0.0018448510084058984,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,9,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016399553521268065,0.002177939343595625,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,10,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.001636789741255383,0.0015578947347793042,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,11,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.001718917641873808,0.0017490700207101638,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,12,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016604979753038261,0.0018082581366821566,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,13,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0015996364053367533,0.0019103756907623791,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,14,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.001619863048336089,0.0012549811023232949,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,15,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016734005492140681,0.0015613674780502482,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,16,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016810377858674332,0.0017017138463106432,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,17,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.001671410387189226,0.0009431694845709355,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,18,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016622889353421972,0.0014111517839002058,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,19,50,5000,256,300.0,0.01,0.9,0.0033333333333333335,0.5,0.0016133390661744866,0.001394719175338609,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,0,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.006342131009787963,0.006589834300130075,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,1,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.007905635159979035,0.013525454986263494,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,2,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.0073205134213279845,0.010242137850095704,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,3,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.006617530963224896,0.006492022070287486,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,4,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.006447166661112513,0.013035102196650383,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,5,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.00853687736628536,0.011632142226607961,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,6,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.00787513689027021,0.005836119330925536,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,7,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.007181260434180626,0.009091383113749683,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,8,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.007721555871832081,0.005355611550093308,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,9,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.011660732188759257,0.01133513904383001,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,10,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.005881902123239759,0.007558095351160656,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,11,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.009720357442086087,0.007248289194317548,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,12,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.006994522671209788,0.006951248404685727,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,13,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.00801104641107228,0.006756153416367632,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,14,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.00792667680674659,0.005104280739903565,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,15,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.009683232012517029,0.007304393074177672,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,16,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.008574149940191253,0.00936566842930685,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,17,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.006834531613620405,0.0053490603369446875,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,18,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.00702229977778534,0.0031919498732032184,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,sgd,19,50,5000,256,1000.0,0.01,0.0,0.001,0.5,0.008559731022244622,0.014140488568774789,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,0,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018787002140741446,0.0023207411823778262,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,1,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.001922895548601589,0.0019277791411479559,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,2,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018831824181453933,0.0011813840166779136,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,3,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018997465267899273,0.002097641694636564,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,4,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018674712069252206,0.001970127751533827,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,5,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0019081107596106903,0.0026384282856578675,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,6,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0017940854449781092,0.0024265531740527532,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,7,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0019001198329888364,0.0025808096128840854,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,8,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018922288619611359,0.0021946577771282056,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,9,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018906356262245979,0.0018018826012567075,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,10,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018360800097973744,0.0030159809235988503,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,11,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018551608198018083,0.0017566044852323397,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,12,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018591802001226394,0.002460362405402054,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,13,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0019367429455391697,0.0016838226184522345,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,14,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018718770236950141,0.0018115219844592036,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,15,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018432032809620666,0.001834124560618414,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,16,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018501781391665154,0.0017584555457513314,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,17,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0018206015787345085,0.0024554284812393725,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,18,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0017737623220041954,0.002190882219431069,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,hb,19,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.001912940341687185,0.0017993706133708957,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,0,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0013409538648860477,0.0016346654310355152,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,1,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.001470657510027383,0.0019369798614109663,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,2,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0013322589140409718,0.0012004283371138977,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,3,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0013097911452394765,0.0016645468260665743,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,4,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0014367290181480912,0.0018315579336269905,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,5,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0013228222119963367,0.0025868277063865143,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,6,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0013124585318324234,0.0019062654604490295,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,7,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0014322018023517986,0.0016500922329260555,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,8,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0014168520319513332,0.0012302853720956796,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,9,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0014294535131859215,0.0018915617068737357,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,10,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0013901921788938719,0.0022866470065569136,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,11,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0013453151553888495,0.0013153162019006372,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,12,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0013437917986110412,0.0010561013567734628,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,13,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.001440970077005451,0.0012125645377845115,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,14,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0014149691680253411,0.001180249358093655,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,15,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0014071642680799795,0.0009950286870913773,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,16,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0012735614190730789,0.0012322951531351359,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,17,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0013308830886332814,0.001393585161220438,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,18,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.001349294769750146,0.0014905861903666258,Gaussian with exact least-squares mini-batch mean/covariance
kappa_sweep,nag,19,50,5000,256,1000.0,0.01,0.9,0.001,0.5,0.0014712495166868211,0.0017016630580913236,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,0,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006649262793102309,0.007362227999980767,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,1,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006618315594973634,0.006451847859177887,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,2,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006693633604579354,0.00680517681601704,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,3,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006553468009540581,0.0073922556622262265,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,4,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006619520408329879,0.005614715617349944,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,5,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.0066429746138738695,0.00600262611017412,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,6,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006593149020374605,0.007086885429588112,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,7,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006640936333122935,0.006351159026830872,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,8,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006641931641118364,0.006113830893575638,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,9,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.0066777114988174485,0.006535071633868436,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,10,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.0067033982850241355,0.0074269373514694315,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,11,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006678053012633783,0.005926273307209975,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,12,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.0066426272832209666,0.00787976467286133,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,13,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006644283570854766,0.006277535925604026,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,14,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.0065312976299935445,0.005431588550019611,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,15,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006694729917012492,0.005384981646549917,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,16,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006712485986412449,0.006856268828527985,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,17,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.0066846402446322445,0.004555438271950528,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,18,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006661999947799909,0.0047512507513220795,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,sgd,19,50,5000,256,10.0,0.0,0.0,0.1,0.5,0.006570444129555308,0.006349950463300278,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,hb,0,50,5000,256,10.0,0.0,0.9,0.1,0.5,0.10391184361645987,0.09680015739455414,Gaussian with exact least-squares mini-batch mean/covariance
drift_sweep,hb,1,50,5000,256,10.0,0.0,0.9,0.1,0.5,0.10895967460857009,0.09485623820058896,Gaussian with exact least-squares mini-batch mean/covariance
